"Customer No.",Company,Contact,Phone,Address,City,State,Zip,Type,"Sub Type",Country,Territory,"Address 2","Bookings YTD","Previous Years Bookings","Sub Type","Sales Rep 2"
"DAV122195 ","Continental Electrical Motor Services Ltd.","Geoff Kirsch","(780)410-8800                 ","8909 - 15 Street NW","Edmonton                      ","AB                                                ","T6P 0B8        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","ALBERTA             ","                                                  ",0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"RDK264312 ","Control Innovations Inc.",,"(403)720-0277                 ","11222 - 42 St. SE",Calgary,"AB                                                ","T2C 0J9        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,28265.33,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CON0012   ","Control Tech 2011 Ltd.",,"(780)539-7114                 ","11001 - 78 Avenue","Grande Prairie","AB                                                ","T8W 2J7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"COT0010   ","Control Techniques","Jason Single","(403)253-8738                 ","#100 - 6225 - 10th St SE",Calgary,"AB                                                ","T2H 2Z9        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"COC0021   ","Conuma Cable",,"(250)283-2521                 ","475 Trumpeter Drive","Gold River","BC                                                ","V0P 1G0        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"COE0013   ","Cookshaw Electric","Harm Gerrits","(780)518-2000                 ","9607-112 st.","Grande Prairie","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"LCC007    ","Corcym Canada Corp.",,"(604)412-5650                 ","5005 North Fraser Way",Burnaby,"BC                                                ","V5J 5M1        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"CT1145    ","Corrpro Canada Inc.",,"(780)447-4566                 ","10848-214 Street",Edmonton,"AB                                                ","T5S 2A7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,348.6,"                    ","ZOWSLEY             "
"CEL006    ","Corvus Energy Ltd.",,"(604)227-0280                 ","#220, 13155 Delf Place",Richmond,"BC                                                ","V6V 2A2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CPI0010   ","CPI  Service Allwest",,"(403)529-5111                 ","1954-10th. Ave. N.W.","Medicine Hat","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4013577 ","Critical Environment                              ",,"(604)940-8741                 "," Technologies Canada Inc.                         ","Delta                         ","BC                                                ","V4G 1M3        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","145-7391 Vantage Way                              ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CGT005    ","CSA Group Testing & Certification Inc",,"(604)244-6551                 ","9669 201 Street",Langley,"BC                                                ","V1M 3E7        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"CT4000992 ","CSA Group Testing & Certification Inc",,"(604)273-4581                 ","13799 Commerce Parkway",Richmond,"BC                                                ","V6V 2N9        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"TOM100116 ","CSA Group Testing & Certification Inc",,"(780)450-2111                 ","1707 - 94th Street",Edmonton,"AB                                                ","T6N 1E6        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CWC004    ","Cummins Western Canada",,"(306)933-4022                 ","PO Box 7679",Saskatoon,"SK                                                ","S7K 4R4        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ","3001 Faithful Ave.",0,0,"                    ","ZOWSLEY             "
"CUE003    ","Cunningham Electric",Ken,"(403)598-4605                 ","#7-7880-48 Ave","Red Deer","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CEE0011   ","Custom Energy Equipment Services",,"(780)439-1088                 ","2887 Parsons Road",Edmonton,"AB                                                ","T6N 1A3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DMI006    ","Damon Motorcycles Inc.",,"                              ","704 Alexander St.",Vancouver,"BC                                                ","V6A 1E3        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,881,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"DTI006    ","DarkVision Technologies Inc.",,"(604)398-4004                 ","40 Gostick Pl","North Vancouver","BC                                                ","V7M 3G3        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,2639,"                    ","ZOWSLEY             "
"DER002    ","Deloro Resources",,"(780)672-8807                 ","c/o Windale Oilfield Services Ltd.",Lloydminster,"AB                                                ","T9V 3B3        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","PO Box 954",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DCI005    ","Delta Controls Inc.",,"(604)574-9444                 ","17850 - 56th Avenue",Surrey,"BC                                                ","V3S 1C7        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ",,0,847,"6. NEW PROSPECT     ","ZOWSLEY             "
"DQT001    ","Delta Q Technologies",,"(604)327-8244                 ","3755 Willingdon Ave.",Burnaby,"BC                                                ","V5G 3H3        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,18511.7,52154.6,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"DPA002    ","Deltec Power and Controls Systems","Rod Olson","(403)320-0795                 ","1430  36 St. N.",Lethbridge,"AB                                                ","T1H 5H8        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4013683 ","Dept of National Defence                          ",,"(250)363-5843                 ","CFB Esquimalt                                     ","Victoria                      ","BC                                                ","V9A 7N2        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","PO Box 17000 Stn Forces                           ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DID001    ","Diamond Doors","Jim Suderman","(204)325-7600                 ","400 Airport Dr",Winkler,"MB                                                ","R6W 4B9        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"JSI100472 ","Dimos Tool & Die / Labtronics",,"(204)772-6998                 ","12 Bangor Avenue",Winnipeg,"MB                                                ","R3E 3G4        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ",,0,15382.5,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CFL004    ","DNOW Canada ULC",,"(780)791-7000                 ","380 Mackenzie Blvd.","Fort McMurray","AB                                                ","T9H 4C4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Bldg 1C",0,1848,"                    ","ZOWSLEY             "
"TPX100345 ","DNOW Canada ULC",,"(403)531-5600                 ","PO Box 4395 Station C","Calgary                       ","AB                                                ","T2T 5N2        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DOR004    ","Donald Robinson",,"(306)789-8039                 ","1174 Bayda Crescent",Regina,"SK                                                ","S4N 6Y9        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,36466.04,"                    ","ZOWSLEY             "
"DAA008    ","Donison and Associates","Gary Donison","(780)485-8737                 ","1101 78 Ave",Edmonton,"AB                                                ","T6P 1L8        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV180263 ","Douglas College                                   ",,"                              ","                                                  ","New Westminster               ","BC                                                ","               ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"AL166737  ","Dow Chemical Canada ULC",,"(403)885-7232                 ","PO Bag 5501","Red Deer                      ","AB                                                ","T4N 6N1        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ","Prentiss Site",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"DAV262375 ","Dow Chemical Canada ULC",,"(780)998-8000                 ","Hwy 15, Bldg 141A","Fort Saskatchewan","AB                                                ","T8L 2P4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Main Gate, Main Warehouse",0,1310.68,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EM4011651 ","Dow Chemical Canada ULC",,"(403)885-7277                 ","Hwy 597 & Prentiss Road                           ","LaCombe County                ","AB                                                ","T4L 2N4        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","ALBERTA             ",,0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"DSS005    ","Downhole Sonic Solutions Inc",,"(403)219-2108                 ","170, 5255 McCall Way N.E.",Calgary,"AB                                                ","T2E 7J5        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DRI006    ",Drilformance,,"(780)980-5881                 ","Suite 201, Bldg B",Leduc,"AB                                                ","T9E 7A5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","6051 47 St.",0,0,"                    ","ZOWSLEY             "
"DEL005    ","DX3 Entreprises Ltd","Sheng Xiong Ding","(780)467-0303                 ","#109, 117 Pembina Road","Sherwood Park","AB                                                ","T8H 0J4        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4003177 ","Dycor Technologies Inc.",,"(780)486-0091                 ","4620 74 Avenue NW",Edmonton,"AB                                                ","T6B 2K3        ","CUSTOMER            ","COMPETITION         ","Canada              ","ALBERTA             ",,0,0,"COMPETITION         ","ZOWSLEY             "
"DAV202947 ","Dynamo Electric",,"(306)651-3355                 ","1383 Fletcher Road","Saskatoon                     ","SK                                                ","S7M 5H5        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ","                                                  ",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"DYE002    ","Dynamo Electric",Doug,"(306)779-3355                 ","135 Henderson Dr",Regina,"SK                                                ","S4N 5W4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"DPF001    ","Dynamysk Panel Fabrication",,"(403)513-4100                 ","#8030, 11500 35th Street SE",Calgary,"AB                                                ","T2Z 3W4        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DII004    ","Dynastream Innovations Inc.","Ryan Schultz","(403)932-9292                 ","#201 100 Grand Blvd",Cochrane,"AB                                                ","T4C 0S4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EAC001    ","Eaton Industries (Canada) Company",,"(604)519-1250                 ","1693 Cliveden Ave.",Delta,"BC                                                ","V3M 6V5        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ",,0,4995.84,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"CT4000933 ","Eaton Industries (Canada) Company","Elaine Packwood","(780)447-1386                 ","12465-153 Street NW",Edmonton,"AB                                                ","T5V 1E4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EEC008    ","ECM Electrical Controls (see TP914972)",,"                              ",,Edmonton,"AB                                                ","T6E 4Z1        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"WST13660  ","Eguana Technologies Inc.",,"(403)508-7177                 ","Unit 1, 3636 7th Street SE",Calgary,"AB                                                ","T2G 2Y8        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,94990,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"ELP002    ","Elecon Systems Ltd.",,"(780)472-8858                 ","8011 Davies Rd NW",Edmonton,"AB                                                ","T6E 4N1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,13949.95,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"ERE001    ","Electram Rotary Equipment Ltd.",,"(780)451-0418                 ","18112 - 107 Ave",Edmonton,"AB                                                ","T5S 1K5        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EVC001    ","ElectraMeccanica Vehicles Corp.",,"(604)428-7656                 ","102 East 1st Avenue",Vancouver,"BC                                                ","V5T 1A4        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"TP914972  ","Electrical Controls Manufacturing Inc.","Roger Bali","(780)452-6578                 ","4016 - 101 Street NW",Edmonton,"AB                                                ","T6E 0A5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,5716.64,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EM4013310 ","Electrotek Ltd.",,"(403)287-2200                 ","1016 - 34th Ave. SE",Calgary,"AB                                                ","T2G 1V4        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,54689.66,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"EEL001    ","Emery Electric Ltd.",,"(250)383-6961                 ","Unit #102 - 851 Viewfield Rd.",Victoria,"BC                                                ","V9A 4V2        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ",,0,1952.47,"6. NEW PROSPECT     ","ZOWSLEY             "
"ENS001    ","Enerflex Ltd.",,"(403)236-6800                 ","4700 - 47th Street SE",Calgary,"AB                                                ","T2B 3R1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EAB001    ","Enerkem AERF",,"(780)473-3917                 ","Site 460 - 250 Aurum Road NE",Edmonton,"AB                                                ","T6S 1G9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,1463.28,"                    ","ZOWSLEY             "
"ENA002    ","Engineered Air","Duane Bumstead","(403)287-2590                 ","1401 Hastings St. S.E.",Calgary,"AB                                                ","T2G 4C8        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV111541 ","Enmax Energy Corporation                          ",,"(403)514-3700                 ","239- 19 Street N.E.                               ","Calgary                       ","AB                                                ","T2E-7Z8        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EM4007120 ","Enmax Power Corporation                           ",,"(403)720-7350                 ","2808 Spiller Road                                 ","Calgary                       ","AB                                                ","T2G 4H3        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ","Financial Services Div.                           ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EPS004    ","Enmax Power Service Corp.",,"(403)514-2004                 ","4110 - 9th Street S.E.",Calgary,"AB                                                ","T2G 4S7        ","PROSPECT            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EPS006    ","ENMAX Power Services Corporation (H/O)","Martin Wahl","(403)514-3000                 ","141 - 50 Ave. SE",Calgary,"AB                                                ","T2G 4S7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EEL007    ","Envent Engineering Ltd","Byron Larson","(403)253-4012                 ","7060E Farrell Road SE",Calgary,"AB                                                ","T2H 0T2        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EM4007307 ","EPCOR (Head Office)",,"(780)412-3242                 ","2000, 10423 - 101 Street NW","Edmonton                      ","AB                                                ","T5H 0E8        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","ALBERTA             ","Accounts Payable, 27th Floor EPCOR Tower",0,0,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"EPI0010   ","Equinox Power Innovations Inc.",,"                              ","5589 Byrne Road",Burnaby,"BC                                                ","V5J 3J1        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Unit 234",2808.8,3515.38,"                    ","ZOWSLEY             "
"ESC005    ","Equipment Solutions Canada Inc.","Ging Kee Lem","(403)651-7064                 ","c/o Continental Machining",Calgary,"AB                                                ","T2C 2S4        ","PROSPECT            ","5. QUALIFIED LOW    ","Canada              ","ALBERTA             ","6235B - 86 Ave SE.",0,0,"5. QUALIFIED LOW    ","ZOWSLEY             "
"AL181288  ","ERL Phase Power Technologies Ltd.","Bob Grant","(204)477-0591                 ","74 Scurfield Blvd.","Winnipeg                      ","MB                                                ","R3Y 1G4        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","PRAIRIES            ","                                                  ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EPP001    ","Escape Power Products",Curtis,"(403)343-2610                 ","132-37565 Highway #2","Red Deer","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EES006    ","Essential Energy Services","Jesse Frame","(403)527-6235                 ","1402 Brier Park Cresent NW","Medicine Hat","AB                                                ","T1C 1T9        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EEL006    ","ET Energy Ltd.",,"(403)264-9431                 ","4895 - 35B Street SE.",Calgary,"AB                                                ","T2B 3M9        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EEP003    ","Evolution Electrical Products Inc",,"(306)954-7177                 ","E1 - 2924 Miners Ave",Saskatoon,"SK                                                ","S7K 4Z7        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ",,9666.38,120742.77,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"EBC001    ","Excell Battery Company","Travis Gabert","(604)575-5011                 ","#133, 18525 - 53rd Ave.",Surrey,"BC                                                ","V3S 7A4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"EXI005    ","Exchanger Industries",,"(403)236-0166                 ","140 Quarry Park Blvd SE, Suite 120",Calgary,"AB                                                ","T2C 3G3        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EPS008    ","Exell Power Services Ltd.","Ron Klimmer","(604)514-9472                 ","206-19049-54th Avenue",Surrey,"BC                                                ","V3S 4R1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,294.95,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"ETI0014   ","Exro Technologies Inc. (H/O)",,"(587)619-1517                 ","#12-21 Highfield Circle SE",Calgary,"AB                                                ","T2G 5N6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,72302.96,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CT4001146 ","Finning (Canada)                                  ",,"(604)888-3406                 ","19498 - 92 Avenue",Surrey,"BC                                                ","V4N 4G7        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,311.74,"3. GOOD PROSPECT    ","ZOWSLEY             "
"TPX100316 ","Finning (Canada)        (H/O)","Mary Chernecki","(780)930-4900                 ","16901-109 Avenue",Edmonton,"AB                                                ","T5P 4P6        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ","Att'n: Accounts Payable",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"FCE003    ","First Choice Electrical Supply",,"(780)539-4777                 ","10913 97th Ave","Grande Prairie","AB                                                ","T8V 4G6        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"FES001    ","Flint Energy Services Ltd.",,"(403)218-7100                 ","700, 300 - 5 Ave SW",Calgary,"AB                                                ","T2P 3C4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"FES008    ","Flint Energy Services Ltd.",,"(587)818-5759                 ","Div. of ClearStream Energy Services Inc.",Clairmont,"AB                                                ","T8X 5B2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","10414 - 84 Avenue",0,5106.92,"                    ","ZOWSLEY             "
"FLS003    ","Flir Systems, Inc.",,"(250)388-7232                 ","4218 Commerce Circle",Victoria,"BC                                                ","V8Z 6N6        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"FLU001    ","Fluxwerx Illumination Inc.","Mark Siemens","(604)549-9379                 ","9255 194th Street",Surrey,"BC                                                ","V4N 4G1        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"PES009    ","FMC Technologies Canada Ltd.",,"(403)262-4000                 ","10th Floor, 333 - 11th Avenue SW",Calgary,"AB                                                ","T2R 1L9        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"PUE003    ","FMC Technologies Canada Ltd.","Levi Honeker","(403)340-7373                 ","4115 - 78th Street Crescent","Red Deer","AB                                                ","T4P 3E3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"FTC002    ","FMC Technologies Canada Ltd.","Nicky Ledrew","(780)573-1554                 ","PO Box 539","Cold Lake","AB                                                ","T9M-1P2        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"FBL001    ","Forbes Bros. Ltd",,"(780)960-1950                 ","#300, 10403 - 172 Street",Edmonton,"AB                                                ","T5S 1K9        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"PLR115075 ","Foremost Industries LP",,"(403)295-5800                 ","1225-64th Avenue NE",Calgary,"AB                                                ","T2E 8P9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"BP1304070 ","FortisAlberta Inc.",,"403-514-4584                  ","PO Box 2570, Station M","Calgary                       ","AB                                                ","T2P 5H4        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","ALBERTA             ","                                                  ",0,0,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"FPI002    ",FPInnovations,,"(604)224-3221                 ","2665 East Mall",Vancouver,"BC                                                ","V6T 1Z4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV115191 ","Frontier Power Products",,"(780)455-2260                 ","9204 - 37 Avenue",Edmonton,"AB                                                ","T6E 5L4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,22051.33,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"FPP001    ","Frontier Power Products",,"(403)720-3735                 ","10547 - 42 Street SE",Calgary,"AB                                                ","T2C 5B9        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,5131.69,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"DAV115190 ","Frontier Power Products ULC  (H/O)",,"(604)946-5531                 ","7983 Progress Way",Delta,"BC                                                ","V4G 1A3        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,3897.8,"                    ","ZOWSLEY             "
"FRI004    ","FVT Research Inc.",,"(604)465-0529                 ","103-19055 Airport Way","Pitt Meadows","BC                                                ","V3Y 0G4        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"GOI001    ","G2V Optics Inc.",,"(780)977-9355                 ","9703 45th Avenue NW",Edmonton,"AB                                                ","T6E 5V8        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,4091.9,"                    ","ZOWSLEY             "
"GII0021   ","GaNPower International Inc.",,"(604)320-1704                 ","230-3410 Lougheed Hwy",Vancouver,"BC                                                ","V5M 2A4        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,10484.65,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"GAS004    ",Gas/Drive,"Kelly Kirkpatrick","(403)526-1866                 ","1269  Brier Park Drive NW.","Medicine Hat","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"GEO003    ","GE Oil & Gas Inc.","Jonathan Borys","(403)775-8747                 ","3400, 525 - 8th Avenue SW",Calgary,"AB                                                ","T2P 1G1        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4006265 ","GE Power",,"(604)291-8881                 ","21300 Gordon Way",Richmond,"BC                                                ","V6W 1M2        ","CUSTOMER            ","5. QUALIFIED LOW    ","Canada              ","BC                  ",,0,0,"5. QUALIFIED LOW    ","ZOWSLEY             "
"GCI009    ","General Electric Canada","Aaron Elsinger","(780)410-6733                 ","2240 Premier Way","Sherwood Park","AB                                                ","T8H 2L2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"GER004    ","General Energy Recovery Inc.",,"(780)632-5633                 ","850-635 8th Ave SW",Calgary,"AB                                                ","T2P 3M3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"GER005    ","General Energy Recovery Inc.",,"                              ","Site #6, Reinhart Industrial Park",Lloydminster,"AB                                                ","T9V 0Y4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","PO Box 914",0,0,"                    ","ZOWSLEY             "
"GFI003    ","General Fusion Inc",,"                              ","Suite 320, 3600 Lysander Lane",Richmond,"BC                                                ","V7B 1C3        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"GFI001    ","General Fusion Inc","Mike Donaldson","(604)439-3003                 ","103 - 3680 Bonneville Place",Burnaby,"BC                                                ","V3N 4T5        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,16357,"                    ","ZOWSLEY             "
"GWP002    ","General Window Products of Canada Limited",,"(204)233-4291                 ","753 Marion Street",Winnipeg,"MB                                                ","R2J 0K6        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,0,"                    ","ZOWSLEY             "
"GAT002    ","Genesis Robotics & Motion Technologies Canada ULC",,"(866)682-3085                 ","6279 - 202 Street",Langley,"BC                                                ","V2Y 1N1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Unit #1",0,101.08,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
