Customer No.,Company,Address,Address 2,City,State,Sub Type,Bookings YTD,Previous Years Bookings,5Y Average
CT4000922,Polyphase Engineered Controls,3555 - 93 Street,,Edmonton,AB,3. GOOD PROSPECT,0,0,0
PEL0010,Portable Electric Ltd.,258 Raymur Avenue,,Vancouver,BC,,0,0,0
CT4005435,Potash Corp. of Saskatchewan,Cory Division,PO Box 1320,Saskatoon,SK,4. BRANCH ACCOUNT,0,0,0
CT4000894,Power Systems Plus Inc.,12924 - 146th Street,,Edmonton,AB,ZZ TOP-100 (INSIDE),0,0,0
CT4004700,Pulse Engineering Ltd.,1137 Keewatin Street,,Winnipeg,MB,5. QUALIFIED LOW,0,0,0
QPI003,Quiver Power Inc,#206 828 Harbourside Drive,,North Vancouver,BC,,0,0,0
OMI002,R Stahl Ltd.,7003 - 56 Avenue NW,,Edmonton,AB,5. UNQUALIFIED,0,0,0
RAR005,Rawlco Radio,715 Saskatchewan Cres. W,,Saskatoon,SK,,0,0,0
RTC004,Redlen Technologies Inc.,Unit 123 - 1763 Sean Heights,,Saanichton,BC,,0,0,0
RPC005,Rokstad Power Corporation,80 Golden Dr.,,Coquitlam,BC,,0,0,0
RTL001,Ronera Trucking Ltd.,PO Box 291,,Lashburn,SK,3. GOOD PROSPECT,0,0,0
S2B001,S2G BioChem Inc.,4250 Wesbrook Mall,,Vancouver,BC,,0,0,0
BP1184624,Sandvik Canada Inc                (H/O),"Box 13, Group 524, RR5",,Winnipeg,MB,3. GOOD PROSPECT,0,0,0
BP154977,SCR Electric Ltd.,54-1833 Coast Meridian Rd.,,Port Coquitlam,BC,ZZ TOP-100 (INSIDE),0,0,0
SGC003,SemCAMS Group Corp.,Kaybob South #3,PO Box 460,Fox Creek,AB,3. GOOD PROSPECT,0,0,0
SEL005,Service Electric Ltd.,1275 Cariboo Highway 97 North,,Quesnel,BC,6. NEW PROSPECT,0,0,0
SCI0023,Shaw Communications Inc.,2728 Hopewell Place NE,,Calgary,AB,,0,0,0
CT4000953,Shell Canada Ltd.,3655 - 36 Street NW,,Calgary,AB,3. GOOD PROSPECT,0,0,0
CT4000883,Siemens Canada Limited,811 Roulston Bay,Services Division,Regina,SK,COMPETITION,0,0,0
DAV144206,Sierra Wireless Inc.,13811 Wireless Way,Suite 150,Richmond,BC,3. GOOD PROSPECT,0,0,0
SPS0012,Smart Power Systems,PO Box 713,,Estevan,SK,,0,0,0
SOS009,SMG Oilfield Services Ltd.,7 Thomson Drive,,Kindersley,SK,,0,0,0
SMC003,Smit Marine Canada Inc.,2285 Commissioner Street,,Vancouver,BC,6. NEW PROSPECT,0,0,0
SOS003,Soul Oilfield Services,"Unit A, 508 - 11 Ave.",,Nisku,AB,,0,0,0
DAV209312,Spark Power Corporation,"Bay 110, 62 Fisher Place",PO Box 1815,Okotoks,AB,3. GOOD PROSPECT,0,0,0
BP1166844,Stewart & Stevenson Canada Inc.    (H/O),3001 Shepard Place SE,,Calgary,AB,5. UNQUALIFIED,0,0,0
STI0020,Stimline Inc.,6915 - 108 Avenue SE,,Calgary,AB,,0,0,0
SOR001,Strad Oilfield Rentals Ltd.,508 11th Ave.,,Nisku,AB,3. GOOD PROSPECT,0,0,0
DAV84511,Suncor Energy,Burnt Lake Gas Plant,Junction 55 & 892,Ardmore,AB,ZZ D FAIR PROSPECT,0,0,0
CT4005802,Suncor Energy Inc,Dock A Main Warehouse,PO Box 4001,Tar Island,AB,ZZ TOP-100 (INSIDE),0,0,0
CJL65768,Suncor Energy Inc.,Oil Sands Group,Bag 4006 / Accounts Payable,Fort McMurray,AB,6. NEW PROSPECT,0,0,0
SSI003,Surepoint Technologies Group Inc.,11004 - 96th Ave.,Accounts Payable Department,Grande Prairie,AB,3. GOOD PROSPECT,0,0,0
SUG002,Surepoint Technologies Group Inc.,1211 - 8A Street,,Nisku,AB,,0,0,0
TAL005,Tazmech Ltd.,9380 - 26 Avenue,,Edmonton,AB,,0,0,0
CT4001542,Teck Metals Ltd.,25 Aldridge Avenue,Box 1000,Trail,BC,5. QUALIFIED LOW,0,0,0
TEI0023,Terramera Inc.,"333 Seymour St., 11th floor",,Vancouver,BC,,0,0,0
TEG0011,Terrapin Geothermics,10707 - 100 Ave. NW,,Edmonton,AB,,0,0,0
TEL0014,Territorial Electric Ltd.,8303 Roper Road,,Edmonton,AB,6. NEW PROSPECT,0,0,0
TNA002,TGOOD North America Inc.,#3 - 1101 Main Street,,Penticton,BC,,0,0,0
TSG001,The State Group,Bay 10 - 999 57th Ave NE,,Calgary,AB,,0,0,0
TPL2809,Triad Power Ltd.,3342 Millar Ace,Bay #2,Saskatoon,SK,2. TARGET (INSIDE),0,0,0
TWS001,Trican Well Service,2305 5A street,,Nisku,AB,3. GOOD PROSPECT,0,0,0
EM4010572,Vancouver Coastal Health,VCH-Finance/Accounts Payable Dept,1795 Willingdon Avenue,Burnaby,BC,3. GOOD PROSPECT,0,0,0
VII0010,Vantera Incorporated (IPLC),PO Box 334,,Elie,MB,,0,0,0
DAV145790,Wavefront Technology Solutions Inc.,5621 - 70 Street,,Edmonton,AB,,0,0,0
WRL001,Western Robotics Ltd.,#215 - 12837 76th Avenue,,Surrey,BC,,0,0,0
CT4000949,Yaskawa Wermac,5115 - 76th Avenue SE,,Calgary,AB,,0,0,0
