"Customer No.",Company,Contact,Phone,Address,City,State,Zip,Type,"Sub Type",Country,Territory,"Address 2","Bookings YTD","Previous Years Bookings","Sub Type","Sales Rep 2"
"DOR004    ","Donald Robinson",,"(306)789-8039                 ","1174 Bayda Crescent",Regina,"SK                                                ","S4N 6Y9        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,36466.04,"                    ","ZOWSLEY             "
"AL166737  ","Dow Chemical Canada ULC",,"(403)885-7232                 ","PO Bag 5501","Red Deer                      ","AB                                                ","T4N 6N1        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ","Prentiss Site",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"DAV262375 ","Dow Chemical Canada ULC",,"(780)998-8000                 ","Hwy 15, Bldg 141A","Fort Saskatchewan","AB                                                ","T8L 2P4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Main Gate, Main Warehouse",0,1310.68,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EM4011651 ","Dow Chemical Canada ULC",,"(403)885-7277                 ","Hwy 597 & Prentiss Road                           ","LaCombe County                ","AB                                                ","T4L 2N4        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","ALBERTA             ",,0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"CT4003177 ","Dycor Technologies Inc.",,"(780)486-0091                 ","4620 74 Avenue NW",Edmonton,"AB                                                ","T6B 2K3        ","CUSTOMER            ","COMPETITION         ","Canada              ","ALBERTA             ",,0,0,"COMPETITION         ","ZOWSLEY             "
"DAV202947 ","Dynamo Electric",,"(306)651-3355                 ","1383 Fletcher Road","Saskatoon                     ","SK                                                ","S7M 5H5        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ","                                                  ",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"DYE002    ","Dynamo Electric",Doug,"(306)779-3355                 ","135 Henderson Dr",Regina,"SK                                                ","S4N 5W4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"EAC001    ","Eaton Industries (Canada) Company",,"(604)519-1250                 ","1693 Cliveden Ave.",Delta,"BC                                                ","V3M 6V5        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ",,0,4995.84,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"CT4000933 ","Eaton Industries (Canada) Company","Elaine Packwood","(780)447-1386                 ","12465-153 Street NW",Edmonton,"AB                                                ","T5V 1E4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"WST13660  ","Eguana Technologies Inc.",,"(403)508-7177                 ","Unit 1, 3636 7th Street SE",Calgary,"AB                                                ","T2G 2Y8        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,94990,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"ELP002    ","Elecon Systems Ltd.",,"(780)472-8858                 ","8011 Davies Rd NW",Edmonton,"AB                                                ","T6E 4N1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,13949.95,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EVC001    ","ElectraMeccanica Vehicles Corp.",,"(604)428-7656                 ","102 East 1st Avenue",Vancouver,"BC                                                ","V5T 1A4        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"TP914972  ","Electrical Controls Manufacturing Inc.","Roger Bali","(780)452-6578                 ","4016 - 101 Street NW",Edmonton,"AB                                                ","T6E 0A5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,5716.64,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EM4013310 ","Electrotek Ltd.",,"(403)287-2200                 ","1016 - 34th Ave. SE",Calgary,"AB                                                ","T2G 1V4        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,54689.66,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"EEL001    ","Emery Electric Ltd.",,"(250)383-6961                 ","Unit #102 - 851 Viewfield Rd.",Victoria,"BC                                                ","V9A 4V2        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ",,0,1952.47,"6. NEW PROSPECT     ","ZOWSLEY             "
"ENS001    ","Enerflex Ltd.",,"(403)236-6800                 ","4700 - 47th Street SE",Calgary,"AB                                                ","T2B 3R1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EAB001    ","Enerkem AERF",,"(780)473-3917                 ","Site 460 - 250 Aurum Road NE",Edmonton,"AB                                                ","T6S 1G9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,1463.28,"                    ","ZOWSLEY             "
"EPI0010   ","Equinox Power Innovations Inc.",,"                              ","5589 Byrne Road",Burnaby,"BC                                                ","V5J 3J1        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Unit 234",2808.8,3515.38,"                    ","ZOWSLEY             "
"EEP003    ","Evolution Electrical Products Inc",,"(306)954-7177                 ","E1 - 2924 Miners Ave",Saskatoon,"SK                                                ","S7K 4Z7        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ",,9666.38,120742.77,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"EPS008    ","Exell Power Services Ltd.","Ron Klimmer","(604)514-9472                 ","206-19049-54th Avenue",Surrey,"BC                                                ","V3S 4R1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,294.95,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"ETI0014   ","Exro Technologies Inc. (H/O)",,"(587)619-1517                 ","#12-21 Highfield Circle SE",Calgary,"AB                                                ","T2G 5N6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,72302.96,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CT4001146 ","Finning (Canada)                                  ",,"(604)888-3406                 ","19498 - 92 Avenue",Surrey,"BC                                                ","V4N 4G7        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,311.74,"3. GOOD PROSPECT    ","ZOWSLEY             "
"TPX100316 ","Finning (Canada)        (H/O)","Mary Chernecki","(780)930-4900                 ","16901-109 Avenue",Edmonton,"AB                                                ","T5P 4P6        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ","Att'n: Accounts Payable",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"FES001    ","Flint Energy Services Ltd.",,"(403)218-7100                 ","700, 300 - 5 Ave SW",Calgary,"AB                                                ","T2P 3C4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"FES008    ","Flint Energy Services Ltd.",,"(587)818-5759                 ","Div. of ClearStream Energy Services Inc.",Clairmont,"AB                                                ","T8X 5B2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","10414 - 84 Avenue",0,5106.92,"                    ","ZOWSLEY             "
"FLS003    ","Flir Systems, Inc.",,"(250)388-7232                 ","4218 Commerce Circle",Victoria,"BC                                                ","V8Z 6N6        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"PES009    ","FMC Technologies Canada Ltd.",,"(403)262-4000                 ","10th Floor, 333 - 11th Avenue SW",Calgary,"AB                                                ","T2R 1L9        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"PUE003    ","FMC Technologies Canada Ltd.","Levi Honeker","(403)340-7373                 ","4115 - 78th Street Crescent","Red Deer","AB                                                ","T4P 3E3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"FTC002    ","FMC Technologies Canada Ltd.","Nicky Ledrew","(780)573-1554                 ","PO Box 539","Cold Lake","AB                                                ","T9M-1P2        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"PLR115075 ","Foremost Industries LP",,"(403)295-5800                 ","1225-64th Avenue NE",Calgary,"AB                                                ","T2E 8P9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"FPI002    ",FPInnovations,,"(604)224-3221                 ","2665 East Mall",Vancouver,"BC                                                ","V6T 1Z4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV115191 ","Frontier Power Products",,"(780)455-2260                 ","9204 - 37 Avenue",Edmonton,"AB                                                ","T6E 5L4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,22051.33,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"FPP001    ","Frontier Power Products",,"(403)720-3735                 ","10547 - 42 Street SE",Calgary,"AB                                                ","T2C 5B9        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,5131.69,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"DAV115190 ","Frontier Power Products ULC  (H/O)",,"(604)946-5531                 ","7983 Progress Way",Delta,"BC                                                ","V4G 1A3        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,3897.8,"                    ","ZOWSLEY             "
"GOI001    ","G2V Optics Inc.",,"(780)977-9355                 ","9703 45th Avenue NW",Edmonton,"AB                                                ","T6E 5V8        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,4091.9,"                    ","ZOWSLEY             "
"GII0021   ","GaNPower International Inc.",,"(604)320-1704                 ","230-3410 Lougheed Hwy",Vancouver,"BC                                                ","V5M 2A4        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,10484.65,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"GER004    ","General Energy Recovery Inc.",,"(780)632-5633                 ","850-635 8th Ave SW",Calgary,"AB                                                ","T2P 3M3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"GER005    ","General Energy Recovery Inc.",,"                              ","Site #6, Reinhart Industrial Park",Lloydminster,"AB                                                ","T9V 0Y4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","PO Box 914",0,0,"                    ","ZOWSLEY             "
"GFI003    ","General Fusion Inc",,"                              ","Suite 320, 3600 Lysander Lane",Richmond,"BC                                                ","V7B 1C3        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"GFI001    ","General Fusion Inc","Mike Donaldson","(604)439-3003                 ","103 - 3680 Bonneville Place",Burnaby,"BC                                                ","V3N 4T5        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,16357,"                    ","ZOWSLEY             "
"GAT002    ","Genesis Robotics & Motion Technologies Canada ULC",,"(866)682-3085                 ","6279 - 202 Street",Langley,"BC                                                ","V2Y 1N1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Unit #1",0,101.08,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"4745187   ","GEO Pressure Systems Inc.",,"(403)453-1300                 ","1515 - 28th Street NE",Calgary,"AB                                                ","T2A 3T1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,519,"                    ","ZOWSLEY             "
"EM4014561 ","Global Power Technologies Inc.",,"(403)236-5556                 ","16, 7875 - 57 Street S.E.",Calgary,"AB                                                ","T2C 5K7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,263.36,10243.5,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"DAV87260  ","GMR Electric Motors Ltd.",,"(306)931-8456                 ","817 - 46th Street East","Saskatoon                     ","SK                                                ","S7K 0X2        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ","                                                  ",0,0,"                    ","ZOWSLEY             "
"SCL0023   ","Grande Prairie Fluid System Technologies Inc.",,"(844)402-0202                 ","#100, 11025 - 89th Avenue","Grande Prairie","AB                                                ","T8V 5B9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"GNW001    ","Great North Wellhead & Frac",,"(780)461-7400                 ","8743 50 Avenue NW",Edmonton,"AB                                                ","T6E 5H4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"GIC0017   ","Greenlight Innovation Corp.",,"(604)676-4000                 ","101 - 8339 Eastlake Drive",Burnaby,"BC                                                ","V5A 4W2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"HAE004    ","Hagen Electric Ltd.","Alan Mackor","(403)328-8826                 ","1105 - 36 Street North",Lethbridge,"AB                                                ","T1H 6L5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,486.77,"                    ","ZOWSLEY             "
"EMA303307 ","Halliburton Group Canada           (H/O)",,"(403)231-9470                 ","#1800, 645-7th Ave. SW",Calgary,"AB                                                ","T2P 4G8        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Accounts Payable Dept.",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"HSD001    ","Halliburton Group Canada - Nisku North",,"(780)955-3065                 ","1406 - 5th Street",Nisku,"AB                                                ","T9E 7R6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ","(Entrance off 4th St.)",2837.7,296946.28,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"EM4014166 ","Haul All Equipment Ltd.",,"(403)328-7711                 ","4115-18th Ave. North                              ","Lethbridge                    ","AB                                                ","T1H 5G1        ","CUSTOMER            ","ZZ D FAIR PROSPECT  ","Canada              ","ALBERTA             ","                                                  ",0,1300.16,"ZZ D FAIR PROSPECT  ","ZOWSLEY             "
"CT4000903 ","Hayley Industrial Electronics Ltd.",,"(403)259-5523                 ","7071 - 112 Ave SE",Calgary,"AB                                                ","T2C 5A5        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,9144.4,106817.17,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"HCP003    ","HC Power",,"(780)224-3946                 ","14207-86 St. NW",Edmonton,"AB                                                ","T5E 3C3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"HEI005    ","HiFi Engineering Inc.",,"(403)852-3454                 ","#2, 816 - 46 Avenue SE",Calgary,"AB                                                ","T2G 2A6        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,1044.9,"6. NEW PROSPECT     ","ZOWSLEY             "
"HET003    ","Hillcrest Energy Technologies",,"(604)609-0006                 ","Suite 1910 - 1030 West Georgia Street",Vancouver,"BC                                                ","V6E 2Y3        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,52822,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"AL285241  ","Husky Oil Operations Limited   (H/O)",,"(403)298-6111                 ","707-8th Avenue SW",Calgary,"AB                                                ","T2P 3G7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Box 4490, Station D",0,0,"                    ","ZOWSLEY             "
"TP2389    ","Icefield Tools Corporation",,"(867)633-4264                 ","#300 - 116 Galena Road",Whitehorse,"YT                                                ","Y1A 2W6        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"ICA001    ","Icon Automation Inc.","Matthew Kane","(204)805-1456                 ","51 The Bridle Path",Winnipeg,"MB                                                ","R3R 3B4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ",,0,660.99,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"IIE001    ","IEM Canada",,"(778)373-9601                 ","3261 192st",Surrey,"BC                                                ","V3Z 1A7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,11251.87,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"IMI003    ","IMG Industries Inc.",,"(250)492-4214                 ","1380 Commercial Way",Penticton,"BC                                                ","V2A 3H6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ","Unit #101",0,45003.74,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CT1148    ","Indus Automation Inc.",,"(204)943-0050                 ","1-442 Higgins Ave.",Winnipeg,"MB                                                ","R3A 1S5        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,2706.48,7583.72,"                    ","ZOWSLEY             "
"CT4003173 ","InnoTech Alberta",,"(780)450-5111                 ","250 Karl Clark Road","Edmonton                      ","AB                                                ","T6N 1E4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ","                                                  ",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"ICT001    ","Innovative Circuit Technology Ltd.",,"(604)856-6303                 ","26921 Gloucester Way",Aldergrove,"BC                                                ","V4W 3Y3        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EM4012048 ","Integrated Power Services Inc.",,"(204)663-5332                 ","633 Tyne Avenue","Winnipeg                      ","MB                                                ","R2L 1J5        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ","                                                  ",0,1429.48,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"CT4001027 ","International Submarine Engineering Ltd.",,"(604)942-5223                 ","1734 Broadway Street","Port Coquitlam","BC                                                ","V3C 2M8        ","CUSTVEND            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ",,15289.44,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"IWG001    ","International Water Guard Industries Inc.","Glenn Wong","(604)255-5555                 ","Bldg 7 - 15050 54A Avenue",Surrey,"BC                                                ","V3S 5X7        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"INT0021   ","Intertek Testing Servs NA Ltd.",,"(780)440-4455                 ","14920 - 135 Ave.",Edmonton,"AB                                                ","T5V 1R9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"INT008    ","Intertek Testing Servs NA Ltd.",,"(604)520-3321                 ","1500 Brigantine Drive",Coquitlam,"BC                                                ","V3K 7C1        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"ISI0017   ","IPEC Systems Inc.",,"(780)405-8674                 ","9761 45 Avenue NW",Edmonton,"AB                                                ","T6K 3L5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV162053 ","IRT Integrated Rectifier Technologies Inc.",,"(780)447-1114                 ","15360 - 116 Avenue NW",Edmonton,"AB                                                ","T5M 3Z6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,642.2,56649.62,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"ITI0011   ","Island Technical Installations",,"(250)940-3598                 ","1 - 6782 Veyaness Road",Saanichton,"BC                                                ","V8M 2A8        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,72402.6,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"DAV227176 ","IWR Technologies Ltd.            (H/O)",,"(403)203-4972                 ","7920 56 Street SE",Calgary,"AB                                                ","T2C 4S9        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,940.8,"3. GOOD PROSPECT    ","ZOWSLEY             "
"JAM006    ","James & Sons Electric Ltd.",,"(250)992-2875                 ","1055 Cariboo Highway N",Quesnel,"BC                                                ","V2J 2Y3        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"JTL001    ","Jastram Engineering Ltd.",,"(604)988-1111                 ","135 Riverside Drive W.","North Vancouver","BC                                                ","V7H 1T6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,23691.4,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"JEL003    ","JenSo Controls & Electrical Ltd.",,"(780)964-4868                 ","13, 52308 Range Road 214","Sherwood Park","AB                                                ","T8E 1H4        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,15206.79,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"DAV117023 ","JP Power Technology Inc.","Jan Pawilan","(780)456-9167                 ","14225 - 129th Ave.                                ","Edmonton                      ","AB                                                ","T5L 4N9        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CT927     ","JRS Industrial & Power Solutions",,"(204)775-8561                 ","1072 King Edward Street",Winnipeg,"MB                                                ","R3H 0R2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"KIL002    ","Kane Instrumentation Ltd.",,"(780)416-5263                 ","2109,  84th Avenue",Edmonton,"AB                                                ","T6P-1K1        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,17131.92,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"KEI0016   ","Keirton Inc.",,"(888)254-3204                 ","9445 189th Street",Surrey,"BC                                                ","V4N 5L8        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"KIN005    ",Kinemek,,"(306)881-7800                 ","108 Research Drive, Suite 105",Saskatoon,"SK                                                ","S7N 3R3        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,0,"                    ","ZOWSLEY             "
"KIR001    ","Kirk Richardson",,"(604)218-0492                 ","962 West 16th Avenue",Vancouver,"BC                                                ","V5Z 1T2        ","CUSTOMER            ","                    ","Canada              ","BC                  ","#312 (Buzzer: 1302)",0,0,"                    ","ZOWSLEY             "
"DAV139542 ","Kobelt Manufacturing Co. Ltd.",,"(604)572-3935                 ","8238 - 129th Street",Surrey,"BC                                                ","V3W 0A6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,134374.44,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"KCI007    ","Konecranes Canada Inc.",,"(403)236-4050                 ","3332 114 ave SE",Calgary,"AB                                                ","T2Z 3V6        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"KON002    ","Konecranes Canada Inc.",,"(604)275-2750                 ","#10 - 1585 Cliveden Ave.",Delta,"BC                                                ","V3M 6M1        ","PROSPECT            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"KPU001    ","Kwantlen Polytechnic University",,"(604)598-6022                 ","12666 - 72nd Ave",Surrey,"BC                                                ","V3W 2M8        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Cloverdale Campus",0,2536,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"DAV226350 ","Legend Power Systems Inc.",,"(604)420-1500                 ","1480 Frances Street",Vancouver,"BC                                                ","V5L 1Y9        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"LEC009    ","Leonard Carter","Leonard Carter","                              ","9222 University Crescent",Burnaby,"BC                                                ","V5A 0A6        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Apt. 103 / Buzzer Code 2325",0,6806.5,"                    ","ZOWSLEY             "
"LIS002    ","Lifting Solutions Inc.",,"(587)525-5942                 ","3710 - 78 Avenue NW",Edmonton,"AB                                                ","T6B 3E5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4001031 ","Lochhead Haggerty Engineering",,"(604)524-9561                 ","508 Eaton Place",Delta,"BC                                                ","V3M 6K9        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ","Annacis Island",0,254.7,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"LTC002    ","Luxmux Technology Corporation","Yonathan Dattner","(587)392-6192;1               ","1030, 2424 - 4th Street SW",Calgary,"AB                                                ","T2S 2T4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"LTC003    ","Luxmux Technology Corporation",,"(403)400-2438                 ","5 Richmond Way SW",Calgary,"AB                                                ","T3E 7M8        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4011639 ","LV Control Manufacturing                          ","Chris Porter","(204)669-3600                 ","660 Golspie St.                                   ","Winnipeg                      ","MB                                                ","R2K 2V1        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ","                                                  ",0,806.59,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"EM4014136 ","Madis Engineering Ltd.                            ",,"(403)252-1818                 ","#7, 9510-114th Avenue SE","Calgary                       ","AB                                                ","T3S 0A5        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","ALBERTA             ","                                                  ",0,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"CT4000053 ","Magellan Aerospace, Winnipeg",,"(204)775-8331                 ","660 Berry Street",Winnipeg,"MB                                                ","R3H 0S5        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,0,"                    ","ZOWSLEY             "
"MIE005    ","Magna IV Engineering",,"(403)723-0575                 ","3140 - 114 Avenue SE",Calgary,"AB                                                ","T2Z 3V6        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,5289.76,"                    ","ZOWSLEY             "
"DAV161037 ","Magna IV Engineering       (H/O)","Cindy McCabe","(780)462-3111                 ","1103 Parsons Road SW",Edmonton,"AB                                                ","T6X 0X2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT928     ","Manco Control Systems Inc.","David Moorhead","(204)632-6711                 ","52B Caithness Street",Winnipeg,"MB                                                ","R3H 0V4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ",,0,5782.76,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4004355 ","Manitoba Hydro                                    ",,"(204)360-4300                 ","1840 Chevrier Blvd                                ","Winnipeg                      ","MB                                                ","R3T 1Y6        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","PRAIRIES            ","Door 15 - Central Stores",0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"CT999     ","Manitoba Hydro                                    ",,"(204)360-3311                 ","12 - 1146 Waverley St.","Winnipeg                      ","MB                                                ","R3C 2P4        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","PRAIRIES            ","                                                  ",0,0,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
